text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
Es un muy buen maestro no es monótono y pues es muy agradable su clase,FALSE,0,NA,25/08/2015 18:02,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
esta clase me provoca participar,FALSE,0,NA,25/08/2015 18:02,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen mestro ayuda al entendimiento de sus clases y da retroalimentación de los temas,FALSE,0,NA,25/08/2015 18:02,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen profesor demuestra el dominio del tema y explica de manera clara sus clases,FALSE,0,NA,25/08/2015 18:01,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
EXCELENTE PROFESOR,FALSE,0,NA,25/08/2015 18:00,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
excelente maestro uno de los mejores que he tenido.,FALSE,0,NA,25/08/2015 18:00,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Fomenta mucho la participación de los alumnos y se asugura que aprendamos los temas asignados,FALSE,0,NA,25/08/2015 18:00,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
"Excelente profesor, sin duda uno de los mejores con los que cuenta esta institución ",FALSE,0,NA,25/08/2015 17:59,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
excelente profesor demuestra dominio de las clases,FALSE,0,NA,25/08/2015 17:59,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
muy buen maestro sabe dar clases y aporta cada uno de sus conocimientos a los alumnos ,FALSE,0,NA,25/08/2015 17:59,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
demuestra el dominio en cada uno de los temas y hace muy didáctica su clase.,FALSE,0,NA,25/08/2015 17:58,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Hemos trabajado mucho tiempo con este profesor y la verdad es excelente en como da su clase ,FALSE,0,NA,25/08/2015 17:57,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
la clase es muy completa se interesa por el aprendidaje de los alumnos,FALSE,0,NA,25/08/2015 17:56,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen desempeño,FALSE,0,NA,25/08/2015 17:56,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente profesor a la hora de la práctica es muy fácil seguirle el ritmo ya que explica de manera clara y se asegura de que los alumnos entendemos,FALSE,0,NA,25/08/2015 17:56,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen profesor explica de manera clara y respeta horarios de clase,FALSE,0,NA,25/08/2015 17:55,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Es un gran maestro y una gran persona que siempre expone de manera clara sus clases .,FALSE,0,NA,25/08/2015 17:55,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Un buen maestro sin duda alguna tiene un dominio de la clase y del conocimiento del tema.,FALSE,0,NA,25/08/2015 17:55,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
EXCELENTE PROFESOR fomenta la participacion en clase,FALSE,0,NA,25/08/2015 17:54,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente profesor solo creo que debe respetar los horarios asignados.,FALSE,0,NA,25/08/2015 17:54,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
El profesor es responsable sigue la planeación de la clase y respeta a los alumnos,FALSE,0,NA,25/08/2015 17:54,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Es muy buen maestro y sus clases son claras y de una manera participativa,FALSE,0,NA,25/08/2015 17:53,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Exelente profesor ya que aplica bien la teoría en la práctica y nos ayuda a comprender los temas de manera clara,FALSE,0,NA,25/08/2015 17:53,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen profesor domina sus temas y aclara dudas de aplicaciones industriales.,FALSE,0,NA,25/08/2015 17:52,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente maestro. Muy interactivas sus clases y aprendo mucho con su forma de enseñar.,FALSE,0,NA,25/08/2015 17:52,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Exelente profesor y persona,FALSE,0,NA,25/08/2015 17:52,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen profesor ya que ayuda a los alumnos si no entienden y brinda asesorias,FALSE,0,NA,25/08/2015 17:51,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
el profesor ayuda a comprender lo que no entendemos y nos da ejemplos practicos la clase es muy amena,FALSE,0,NA,25/08/2015 17:50,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
explica muy bien los temas el profesor ademas de que usa muy Buenos métodos,FALSE,0,NA,25/08/2015 17:49,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es un excelente profesor no solo mantiene atenta a la clase se aprende y sabe del  tema nos lleva a prácticar,FALSE,0,NA,25/08/2015 17:49,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
"Excelente docente, domina los temas y una clase muy entretenida",FALSE,0,NA,25/08/2015 17:49,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Fomentar mas el aprendizaje de los problemas teóricos.,FALSE,0,NA,25/08/2015 17:48,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
buen maestro fomenta la participación de los alumnos y el respeto,FALSE,0,NA,25/08/2015 17:47,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen profesor.,FALSE,0,NA,25/08/2015 17:47,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es un profesor muy bueno para exponer temas teóricos y te enseña muy bien en lo práctico,FALSE,0,NA,25/08/2015 17:46,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Es una gran persona,FALSE,0,NA,25/08/2015 17:45,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Es un maestro malisimo y no se da a entender no sabe dar clase y en su clase no se aprende mucho ,FALSE,0,NA,25/08/2015 17:45,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
considero que el profesor no sabe dar clases es muy fastidioso estar en clases no sabe nada de la materia que esta impartiendo,FALSE,0,NA,25/08/2015 17:44,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Le hace falta más como profesor ya que si explica pero se desvía mucho de los temas. ,FALSE,0,NA,25/08/2015 17:44,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
mejorar desempeño en general.,FALSE,0,NA,25/08/2015 17:43,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
No sabe dar clases,FALSE,0,NA,25/08/2015 17:42,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es muy teórica y tediosa la clase,FALSE,0,NA,25/08/2015 17:41,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Considero que el profesor tiene falta de experiencia frente a un salón de clase se nota nervioso y dudoso al momento de explicar.,FALSE,0,NA,25/08/2015 17:40,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
A este profesor le falta mas experiencia al momento de dar clase,FALSE,0,NA,25/08/2015 17:39,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
fomentar mas la participación y la dinamica de la clase,FALSE,0,NA,25/08/2015 17:38,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen profesor permite opinar a los alumnos para el aprendizaje colaborativo,FALSE,0,NA,25/08/2015 17:38,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Le falta ser mas tolerante con la entrada a su clase a la primera hora ,FALSE,0,NA,25/08/2015 17:38,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
buen maestro respeta horarios de clase,FALSE,0,NA,25/08/2015 18:33,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
a veces no entiendo algunos términos hace falta retroalimentacion,FALSE,0,NA,25/08/2015 18:32,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Buen profesor fomenta la participación y el trabajo e equipo,FALSE,0,NA,25/08/2015 18:32,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es muy buen profesor prepara sus clases,FALSE,0,NA,25/08/2015 18:32,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
muy buen profesor explica bien la teória y ayuda mucho en la práctica,FALSE,0,NA,25/08/2015 18:31,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
buen maestro colabora al aprendizaje uniforme con asesorías,FALSE,0,NA,25/08/2015 18:31,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es un buen profesor y muy estricto eso es muy bueno,FALSE,0,NA,25/08/2015 18:30,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
nos fomenta el interés por opinar en clase,FALSE,0,NA,25/08/2015 18:30,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
excelente profe realizamos muchas prácticas para aprender mas,FALSE,0,NA,25/08/2015 18:30,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
realiza las actividades conforme al cronograma,FALSE,0,NA,25/08/2015 18:30,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es buen profesor,FALSE,0,NA,25/08/2015 18:29,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
realiza muy entretenida su clase,FALSE,0,NA,25/08/2015 18:29,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
excelente servicio,FALSE,0,NA,25/08/2015 18:29,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
EXCELENTE SERVICIO,FALSE,0,NA,25/08/2015 18:29,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es atento y dedicado con los alumnos ,FALSE,0,NA,25/08/2015 18:28,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
demuestra interés en el aprendizaje de los alumnos,FALSE,0,NA,25/08/2015 18:28,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es un buen maestro respeta las reglas de la universidad,FALSE,0,NA,25/08/2015 18:28,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
buen profesor,FALSE,0,NA,25/08/2015 18:27,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
muy buen profesor desarrolla bien sus actividades ,FALSE,0,NA,25/08/2015 18:26,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
no avisa con tiempo acerca de las evaluaciones,FALSE,0,NA,25/08/2015 18:26,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
hace falta que las clase sea más dinámica,FALSE,0,NA,25/08/2015 18:25,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
buen maestro respeta el cronograma,FALSE,0,NA,25/08/2015 18:25,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es un buen profesor pero en ocaciones no explica bien,FALSE,0,NA,25/08/2015 18:25,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
es buen profesor y respeta sus calendarios de evaluación,FALSE,0,NA,25/08/2015 18:24,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
EXCELENTE PROFESOR,FALSE,0,NA,25/08/2015 18:24,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
le gusta enseñar da las clases con pasión,FALSE,0,NA,25/08/2015 18:24,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
exelente profesor demuestra el interes por el aprendizaje de los alumnos,FALSE,0,NA,25/08/2015 18:23,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
excelente profesor demuestra dominio de las clases,FALSE,0,NA,25/08/2015 18:23,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
ES MUY EXIGENTE PERO DE LA BUENA MANERA,FALSE,0,NA,25/08/2015 18:23,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
excelente su método de enseñanza ,FALSE,0,NA,25/08/2015 18:23,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
los métodos de estudio utilizados por este profesor son inútiles para mi ,FALSE,0,NA,25/08/2015 18:22,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
su método de enseñanza es antiguo necesita renovarse,FALSE,0,NA,25/08/2015 18:22,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
HACE LAS CLASES MUY DIDÁCTICAS,FALSE,0,NA,25/08/2015 18:22,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Le hace falta preparar sus clases aun que demuestra conocimiento de los temas,FALSE,0,NA,25/08/2015 18:21,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
siempre parece que no lleva las clases preparadas y por esa razón se tarda para explicar los temas. ,FALSE,0,NA,25/08/2015 18:21,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Buena maestra,FALSE,0,NA,25/08/2015 18:20,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente maestra he aprendido mejor los temas que con la maestra anterior que nos dio un año seguido.,FALSE,0,NA,25/08/2015 18:20,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Es excelente maestra y hace las clases muy dinámicas ,FALSE,0,NA,25/08/2015 18:20,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buena maestra aparte de cuenta con los conocimientos considero que evalúa de forma correcta e imparcial,FALSE,0,NA,25/08/2015 18:19,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
"Es excelente, toma en cuenta nuestras opiniones",FALSE,0,NA,25/08/2015 18:18,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
muy buena maestra controla al grupo,FALSE,0,NA,25/08/2015 18:18,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente maestra muy bien preparada y sobre todo paciente,FALSE,0,NA,25/08/2015 18:18,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente maestra ojala que nos vuelva a dar clases,FALSE,0,NA,25/08/2015 18:18,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buena teacher me gusta que sus clases sean tan dinámicas,FALSE,0,NA,25/08/2015 18:16,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Muy buen profesor nos gustan sus dinámicas están relacionadas con los temas y nos deja una muy buena enseñanza.,FALSE,0,NA,25/08/2015 18:15,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente maestro muy bien preparado y sobre todo respetuoso,FALSE,0,NA,25/08/2015 18:15,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Excelente profesor no perdemos tiempo ni clases,FALSE,0,NA,25/08/2015 18:15,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
muy buen  maestro ,FALSE,0,NA,25/08/2015 18:15,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Buen profesor,FALSE,0,NA,25/08/2015 18:14,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
Hay veces en las que muestra una actitud de enojo.,FALSE,0,NA,25/08/2015 18:14,FALSE,NA,6.36E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aiko_sga93,0,FALSE,FALSE,NA,NA
